"Property Name","Property Code","Units","S8 Units","Portfolio Mgr","Regional VP","Regional CM","Contract Type","Last Renewal","Contract Exp","Contract Admin","Next UA Baseline","Paperwork Rec","Sent to HUD/CA","Conf by CA","Date to Order RCS","Due to HUD","Rent Increase","Increase Type","Notes"
"International House","90076","99","98","Tolga Ayberk","","","Option 1","","12/31/2037","Bremerton Housing Authority","","","","","07/01/2032","09/01/2032","01/01/2033","RCS",""
"IOOF Tower","90077","28","28","Tolga Ayberk","","","Option 1","","12/31/2040","Bremerton Housing Authority","","","","","","09/01/2032","01/01/2033","OCAF",""
"Loring Towers (MA)","79181","250","140","Matt Kim","","","PBV","","12/31/2042","CTI","","","","","","09/01/2032","01/01/2033","Request",""
"Luther Towers","90111","362","362","Claire Beatty","","","SPRAC","","11/30/2043","Delaware State Housing Authority","","","","","","10/01/2032","01/01/2033","Request",""
"Mad River Manor","90082","74","74","Claire Beatty","","","Option 1","","12/31/2044","Assisted Housing Services Corporation","","","","","","10/01/2033","01/01/2033","OCAF",""
"Newberry Arms","75832","60","60","Mike McKee","","","Option 1","","12/31/2040","SC State Housing","","","","","","09/01/2032","01/01/2033","OCAF",""
"Oaks on North Plaza","75544","62","62","Tolga Ayberk","","","Option 1","","12/31/2039","SWHCC","","","","","","09/01/2032","01/01/2033","OCAF",""
"Pinewood Gardens","90092","80","80","Claire Beatty","","","Option 2","","12/31/2044","Assisted Housing Services Corporation","","","","","","10/01/2032","01/01/2033","OCAF",""
"Riverview Bend","90096","94","94","Claire Beatty","","","Option 1","","12/31/2044","Missouri Housing Development Commission","","","","","","09/01/2032","01/01/2033","OCAF",""
"Shawnee Village","75901","120","120","Matt Kim","","","Option 1","","12/31/2033","Illinois Housing Development Authority","","","","","","09/01/2032","01/01/2033","OCAF",""
"Summit Oaks Apartments","670","50","50","Claire Beatty","","","Option 1","","01/01/2044","Navigate Affordable Housing Partners","","","","","","10/01/2032","01/01/2033","OCAF",""
"Sycamore Ridge","75912","304","304","Elliot Kohanbash","","","Option 4","","01/01/2033","NJHMFA","","","","","07/01/2032","09/01/2032","01/01/2033","EXPIRES",""
"Tamarack","90100","100","100","Mike McKee","","","Option 1","","12/31/2046","MSHDA","","","","","","08/01/2032","01/01/2033","OCAF",""
"Westminster Village","75483","432","400","Matt Kim","","","Option 5","","12/31/2043","Massachusetts Housing Finance Agency","","","","","","09/01/2032","01/01/2033","OCAF",""
"Hill Country Villas","HCV1","51","51","Tolga Ayberk","","","Option 1","","02/01/2034","HUD","","","","","","08/01/2032","01/01/2033","OCAF",""
"Treemont Village","4640008","60","60","Elliot Kohanbash","","","Option 2","","01/01/2033","HUD","","","","","07/02/2032","09/02/2032","01/02/2033","EXPIRES",""
"Halcyon House","90067","197","197","Tolga Ayberk","","","Option 1","","01/03/2036","Colorado Housing and Finance Authority","","","","","","09/04/2032","01/04/2033","OCAF",""
"Arlington Park","90022","130","130","Matt Kim","","","Option 1","","01/31/2037","Massachusetts Housing Finance Agency","","","","","","09/10/2032","01/10/2033","OCAF",""
"Washington Heights","75925","404","366","Matt Kim","","","Option 5","","01/30/2036","Massachusetts Housing Finance Agency","","","","","","09/15/2032","01/15/2033","OCAF",""
"Van Buren Park Apartments","75931","300","299","Matt Kim","","","Option 1","","01/31/2044","National Housing Compliance","","","","","","09/17/2032","01/17/2033","OCAF",""
"Fullerton Court","75918","196","195","Matt Kim","","","Option 1","","01/25/2034","National Housing Compliance","","","","","","09/26/2032","01/26/2033","OCAF",""
"Circle Park Apartments","75833","418","239","Claire Beatty","","","Original","","01/31/2041","National Housing Compliance","","","","","","10/01/2032","02/01/2033","OCAF",""
"Clifford House","75577","101","100","Mike McKee","","","Option 1","","08/31/2042","Navigate Affordable Housing Partners","","","","","","11/01/2032","02/01/2033","OCAF",""
"Creekwood Apartments","75903","104","104","Matt Kim","","","Option 1","","01/31/2034","National Housing Compliance","","","","","","10/01/2032","02/01/2033","OCAF",""
"Fairview Gardens","90059","160","160","Mike McKee","","","Option 1","","01/31/2038","S.C. State Housing Finance and Development Authority","","","","","08/01/2032","10/01/2032","02/01/2033","RCS",""
"Ferncliff South","4640005","84","84","Claire Beatty","","","Option 2","","01/31/2038","Navigate Affordable Housing Partners","","","","","08/01/2032","10/01/2032","02/01/2033","RCS",""
"Sandburg Village","75902","128","128","Matt Kim","","","Option 4","","02/01/2034","National Housing Compliance","","","","","","10/01/2032","02/01/2033","OCAF",""
"The Woods","75491","57","57","Matt Kim","","","Option 2","","01/31/2034","National Housing Compliance","","","","","","10/01/2032","02/01/2033","OCAF",""
"Market Square","75568","76","75","Mike McKee","","","Option 1","","02/03/2041","Navigate Affordable Housing Partners","","","","","","10/04/2032","02/04/2033","OCAF",""
"Alpha Towers","90114","165","165","Claire Beatty","","","Option 1","","02/28/2044","Assisted Housing Services Corporation","","","","","","12/01/2032","03/01/2033","OCAF",""
"Country Village","75904","104","104","Matt Kim","","","Option 1","","02/29/2036","National Housing Compliance","","","","","","11/01/2032","03/01/2033","OCAF",""
"Towns at River South","90109","161","75","Claire Beatty","","","RAD","","02/28/2043","Richmond Redevelopment and Housing Authority","","","","","09/01/2032","12/01/2032","03/01/2033","RCS",""
"Armory Plaza","75582","52","52","Claire Beatty","","","Option 1","","03/20/2044","New York State Housing Trust Fund Corporation","","","","","","11/22/2032","03/22/2033","OCAF",""
"Barnum House","75569","84","83","Mike McKee","","","Option 1","","03/31/2041","Navigate Affordable Housing Partners","","","","","","12/01/2032","04/01/2033","OCAF",""
"Bella Vista","79605","100","100","Tolga Ayberk","","","Option 1","","03/31/2041","Southwest Housing Compliance Corporation","","","","","","01/01/2033","04/01/2033","OCAF",""
"Chelsea Square Apartments","82113","","","","","","","","","","","","","","","02/01/2033","04/01/2033","OCAF",""
"Mapleview Towers","75567","101","100","Mike McKee","","","Option 1","","03/31/2041","Navigate Affordable Housing Partners","","","","","","12/01/2032","04/01/2033","OCAF",""
"Marshall Field","75911","628","628","Matt Kim","","","Option 1","","04/30/2035","National Housing Compliance","","","","","","12/01/2032","04/01/2033","OCAF",""
"Montgomery Gateway","90024","190","189","Elliot Kohanbash","","","Option 1","","03/31/2045","NJHMFA","","","","","","12/01/2032","04/01/2033","OCAF",""
"Montview Heights","90084","50","50","Tolga Ayberk","","","Option 1","","03/31/2040","Colorado Housing and Finance Authority","","","","","","12/01/2032","04/01/2033","OCAF",""
"MORH Housing","75927","126","125","Tolga Ayberk","","","Original","","03/31/2036","CAHI","","","","","","12/01/2032","04/01/2033","OCAF",""
"Oak Center","75926","77","77","Tolga Ayberk","","","Option 1","","03/31/2036","CAHI","","","","","","12/01/2032","04/01/2033","OCAF",""
"Park Club Apartments","75835","56","55","Mike McKee","","","Option 1","","03/31/2042","Wisconsin Housing & Economic Development Authority","","","","","","01/01/2033","04/01/2033","OCAF",""
"Riverwood","4640013","83","83","Mike McKee","","","Option 1","","03/31/2035","Navigate Affordable Housing Partners","","","","","","12/01/2032","04/01/2033","OCAF",""
"Riverwoods Apartments","79621","125","125","Claire Beatty","","","Option 2","","12/31/2043","CGI","","","","","","12/01/2032","04/01/2033","OCAF",""
"Roosevelt Apartments","90020","114","113","Matt Kim","","","Option 3","","03/31/2026","CGI","","","","","","","04/01/2033","OCAF",""
"Southern Hills/Orlando","75834","212","212","Claire Beatty","","","Option 1","","03/31/2042","National Housing Compliance","","","","","","12/01/2032","04/01/2033","OCAF",""
"Spring Creek","75828","137","137","Matt Kim","","","Option 1","","03/31/2041","National Housing Compliance","","","","","","12/01/2032","04/01/2033","OCAF",""
"St. James Residences","9200045","148","148","Elliot Kohanbash","","","Option 1","","04/01/2045","North Tampa Housing Development Corporation","","","","","","12/01/2032","04/01/2033","OCAF",""
"Hazelwood Towers","75146","97","95","Claire Beatty","","","Option 3","","04/14/2025","Pennsylvania Housing Finance Agency","","","","","","12/15/2032","04/15/2033","OCAF",""
"Malcolm Towers","90044","226","225","Elliot Kohanbash","","","Option 2","","04/30/2040","NJHMFA","","","","","","12/28/2032","04/28/2033","OCAF",""
"Arvada House","79619","88","88","Tolga Ayberk","","","Option 1","","04/30/2043","Colorado Housing and Finance Authority","","","","","11/01/2032","01/01/2033","05/01/2033","RCS",""
"Crossroads of New Brighton","75947","172","172","Mike McKee","","","Option 1","","04/30/2036","Minn Housing","","","","","","01/01/2033","05/01/2033","OCAF",""
"Crossroads of Shoreview","75948","44","44","Mike McKee","","","Option 2","","04/30/2036","Minn Housing","","","","","","01/01/2033","05/01/2033","OCAF",""
"Darby Townhouses","90056","172","168","Claire Beatty","","","Option 2","","12/31/2032","Pennsylvania Housing Finance Agency","","","","","","02/01/2033","05/01/2033","OCAF",""
"Hacienda Del Rio","90120","146","146","Tolga Ayberk","","","Option 1","","05/01/2044","Arizona Department of Housing","","","","","","01/01/2033","05/01/2033","OCAF",""
"Park Bluff","75951","186","185","Mike McKee","","","Option 1","","03/31/2035","Wisconsin Housing & Economic Development Authority","","","","","","01/01/2033","05/01/2033","OCAF",""
"Pineview at Grogran's Mill","79606","300","300","Tolga Ayberk","","","Option 1","","04/30/2041","SWHCC","","","","","","01/01/2033","05/01/2033","OCAF",""
"Poplar Grove","90117","130","128","Mike McKee","","","Option 1","","04/30/2044","North Carolina Housing Finance Agency","","","","","","01/01/2033","05/01/2033","OCAF",""
"Ridgewood at Panther Creek","79607","300","300","Tolga Ayberk","","","Option 1","","04/30/2041","SWHCC","","","","","","01/01/2033","05/01/2033","OCAF",""
"Shiloh Village","75572","168","168","Tolga Ayberk","","","Option 1","","05/01/2041","SWHCC","","","","","","01/01/2033","05/01/2033","OCAF",""
"Shoreline Plaza Apartments","79604","230","187","Mike McKee","","","Option 1","","04/30/2041","Minnesota Housing Finance Agency","","","","","","01/01/2033","05/01/2033","OCAF",""
"Sumler Terrace","4640014","126","126","Elliot Kohanbash","","","Option 1","","04/30/2037","Virginia Housing Development Authority","","","","","","01/01/2033","05/01/2033","OCAF",""
"Trees - Willow","90107","63","63","Claire Beatty","","","Option 1","","04/30/2040","Colorado Housing and Finance Authority","","","","","","02/01/2033","05/01/2033","OCAF",""
"Woodman West","90112","197","196","Elliot Kohanbash","","","Option 1","","03/31/2044","Navigate Affordable Housing Partners","","","","","","02/01/2033","05/01/2033","OCAF",""
"Fairview Homes","75920","136","135","Elliot Kohanbash","","","Option 2","","05/07/2035","NJHMFA","","","","","","01/07/2033","05/07/2033","OCAF",""
"Hershey Plaza","75587","216","215","Claire Beatty","","","Option 1","","05/31/2037","Pennsylvania Housing Finance Agency","","","","","","02/28/2033","05/31/2033","OCAF",""
"Bannock Arms","90051","66","66","Tolga Ayberk","","","Option 1","","05/31/2039","Idaho Housing and Finance Association","","","","","","02/01/2033","06/01/2033","OCAF",""
"Branford Manor","75930","442","441","Mike McKee","","","Option 1","","06/01/2037","Navigate Affordable Housing Partners","","","","","","02/01/2033","06/01/2033","OCAF",""
"Country Club Heights","79612","200","120","Claire Beatty","","","RAD","","04/01/2041","Quincy PHA","","","","","","02/01/2033","06/01/2033","OCAF",""
"Crossroads of Edina","75946","64","26","Mike McKee","","","Option 2","","05/31/2036","Minn Housing","","","","","","02/01/2033","06/01/2033","OCAF",""
"Hopkins Village","79623","165","164","Matt Kim","","","Option 1","","06/01/2045","MDHCD","","","","","","02/01/2033","06/01/2033","OCAF",""
"Lake Worth Towers","90110","195","195","Elliot Kohanbash","","","PBV","","05/09/2043","Palm Beach County Housing Authority","","","","","","03/01/2033","06/01/2033","Request",""
"Northgate Terrace","75919","201","155","Tolga Ayberk","","","Option 2","","05/31/2035","CAHI","","","","","","02/01/2033","06/01/2033","OCAF",""
"Oaks on Clark","79602","80","80","Tolga Ayberk","","","Option 2","","05/31/2040","SWHCC","","","","","","02/01/2033","06/01/2033","OCAF",""
"Parkside Houses","90017","180","122","Matt Kim","","","RAD","","05/31/2036","HUD","","","","","","02/01/2033","06/01/2033","OCAF",""
"River Trails","79614","220","215","Tolga Ayberk","","","Option 2","","05/31/2042","SWHCC","","","","","12/01/2032","04/01/2033","06/01/2033","RCS",""
"South Bay Villa","79608","80","80","Tolga Ayberk","","","Option 1","","05/27/2041","LA LOMOD","","","","","","02/01/2033","06/01/2033","OCAF",""
"Walnut Hill","75420","180","","Matt Kim","","","PBV","","","N/A","","","","","","02/01/2033","06/01/2033","EXPIRES",""
"Oceanport Gardens","75563","101","100","Elliot Kohanbash","","","Option 1","","06/27/2039","NJHMFA","","","","","","02/28/2033","06/28/2033","OCAF",""
"Marine Terrace","75922","497","441","Mike McKee","","","Option 1","","06/29/2036","CGI","","","","","","03/01/2033","06/30/2033","OCAF",""
"333 Holly","75704","332","139","Tolga Ayberk","","","Option 1","","06/30/2040","SWHCC","","","","","","03/01/2033","07/01/2033","OCAF",""
"Butternut Creek","79617","100","198","Mike McKee","","","Option 2","","06/30/2043","MSHDA","","","","","01/01/2033","03/01/2033","07/01/2033","RCS",""
"Campbell Terrace","75547","249","249","Claire Beatty","","","Option 1","","06/30/2039","National Housing Compliance","","","","","","03/01/2033","07/01/2033","OCAF",""
"Crossroads of East Ravenswood","75936","124","124","Claire Beatty","","","Option 1","","06/30/2036","National Housing Compliance","","","","","","03/01/2033","07/01/2033","OCAF",""
"Greenport","75468","366","364","Elliot Kohanbash","","","Option 1","","01/31/2029","CGI","","","","","","03/01/2033","07/01/2033","OCAF",""
"Morningside Court","75573","171","171","Claire Beatty","","","Option 1","","06/30/2041","National Housing Compliance","","","","","","03/01/2033","07/01/2033","OCAF",""
"Northgate Village","75542","168","168","Tolga Ayberk","","","Option 1","","06/30/2039","SWHA","","","","","","03/01/2033","07/01/2033","OCAF",""
"Nottingham Towers","90113","165","156","Mike McKee","","","Option 1","","05/31/2044","Navigate Affordable Housing Partners","","","","","","03/01/2033","07/01/2033","OCAF",""
"Oakhaven","90090","35","35","Tolga Ayberk","","","Option 2","","06/30/2033","Idaho Housing and Finance Association","","","","","01/01/2033","03/01/2033","07/01/2033","EXPIRES",""
"Rose Tower","90097","168","120","Mike McKee","","","Option 2","","07/01/2034","Kentucky Housing Corporation","","","","","","04/01/2033","07/01/2033","OCAF",""
"Shoreview Apartments","79627","156","156","Tolga Ayberk","","","Option 1","","07/01/2044","CAHI","","","","","","03/01/2033","07/01/2033","OCAF",""
"State Street","75929","51","51","Mike McKee","","","Option 5","","06/30/2036","Wisconsin Housing & Economic Development Authority","","","","","","03/01/2033","07/01/2033","Request",""
